MSSV,HoVaTen,NgaySinh,Email,SDT,MaLop
SV07116,Luu Thi Linh,27/08/2003,luuthilinh.sv07116@school.edu.vn,0469377701,L143
SV07117,Ly Duc Uyen,15/11/2003,lyducuyen.sv07117@school.edu.vn,0617694783,L143
SV07118,Ho Thanh Quyen,04/12/2005,hothanhquyen.sv07118@school.edu.vn,0993512797,L143
SV07119,Do Duc Vinh,23/05/2002,doducvinh.sv07119@school.edu.vn,0326448624,L143
SV07120,Dinh Thanh Yen,11/02/2003,dinhthanhyen.sv07120@school.edu.vn,0517503277,L143
SV07121,Phan Kim Nam,26/05/2003,phankimnam.sv07121@school.edu.vn,0533802523,L143
SV07122,Mai Van Long,12/08/2005,maivanlong.sv07122@school.edu.vn,0338576503,L143
SV07123,Phan Thanh Vinh,19/07/2002,phanthanhvinh.sv07123@school.edu.vn,0586497813,L143
SV07124,Phan Thi Lan,03/08/2002,phanthilan.sv07124@school.edu.vn,0834053648,L143
SV07125,Dang Gia Quyen,06/06/2002,danggiaquyen.sv07125@school.edu.vn,0997582228,L143
SV07126,Bui Thanh Long,26/09/2002,buithanhlong.sv07126@school.edu.vn,0941837355,L143
SV07127,Ngo Huu Ha,25/01/2005,ngohuuha.sv07127@school.edu.vn,0679490295,L143
SV07128,Mai Duc Yen,13/07/2004,maiducyen.sv07128@school.edu.vn,0556697816,L143
SV07129,Le Quang Long,09/05/2005,lequanglong.sv07129@school.edu.vn,0864357612,L143
SV07130,Duong Kim Trang,07/04/2002,duongkimtrang.sv07130@school.edu.vn,0721253692,L143
SV07131,Truong Thanh Yen,24/01/2004,truongthanhyen.sv07131@school.edu.vn,0575490618,L143
SV07132,Ly Minh Lan,11/08/2003,lyminhlan.sv07132@school.edu.vn,0354465203,L143
SV07133,Vu Thanh Yen,04/06/2003,vuthanhyen.sv07133@school.edu.vn,0614594519,L143
SV07134,Vu Duc Phuc,14/08/2004,vuducphuc.sv07134@school.edu.vn,0463677602,L143
SV07135,Truong Van Uyen,26/11/2004,truongvanuyen.sv07135@school.edu.vn,0636577107,L143
SV07136,Ly Thi Lan,11/09/2002,lythilan.sv07136@school.edu.vn,0483901150,L143
SV07137,Mai Minh Truc,08/04/2002,maiminhtruc.sv07137@school.edu.vn,0683189166,L143
SV07138,Nguyen Duc Giang,06/07/2002,nguyenducgiang.sv07138@school.edu.vn,0374722051,L143
SV07139,Pham Duc Truc,16/07/2004,phamductruc.sv07139@school.edu.vn,0519893255,L143
SV07140,Do Gia Truc,20/08/2004,dogiatruc.sv07140@school.edu.vn,0432172083,L143
SV07141,Ngo Gia Dung,22/10/2003,ngogiadung.sv07141@school.edu.vn,0987708734,L143
SV07142,Le Huu Bao,18/08/2002,lehuubao.sv07142@school.edu.vn,0872174631,L143
SV07143,Nguyen Thi Tuan,26/06/2002,nguyenthituan.sv07143@school.edu.vn,0726218813,L143
SV07144,Duong Quang Dung,25/06/2004,duongquangdung.sv07144@school.edu.vn,0851461173,L143
SV07145,Pham Kim Mai,23/12/2002,phamkimmai.sv07145@school.edu.vn,0915847512,L143
SV07146,Nguyen Gia Binh,14/10/2005,nguyengiabinh.sv07146@school.edu.vn,0552765060,L143
SV07147,Dinh Van Bao,07/08/2003,dinhvanbao.sv07147@school.edu.vn,0861680494,L143
SV07148,Tran Gia Uyen,21/05/2003,trangiauyen.sv07148@school.edu.vn,0469436043,L143
SV07149,Vu Duc Vinh,02/01/2002,vuducvinh.sv07149@school.edu.vn,0724183565,L143
SV07150,Truong Duc Tuan,04/08/2004,truongductuan.sv07150@school.edu.vn,0875397651,L144
SV07151,Do Kim Long,20/05/2002,dokimlong.sv07151@school.edu.vn,0878931622,L144
SV07152,Tran Thanh Khanh,10/10/2005,tranthanhkhanh.sv07152@school.edu.vn,0812912896,L144
SV07153,Vu Van Khanh,11/04/2005,vuvankhanh.sv07153@school.edu.vn,0916461189,L144
SV07154,Do Kim Giang,11/05/2005,dokimgiang.sv07154@school.edu.vn,0519651580,L144
SV07155,Nguyen Thanh Yen,04/02/2002,nguyenthanhyen.sv07155@school.edu.vn,0927789092,L144
SV07156,Vo Gia Truc,16/06/2005,vogiatruc.sv07156@school.edu.vn,0738590200,L144
SV07157,Ngo Duc Phuong,06/12/2003,ngoducphuong.sv07157@school.edu.vn,0527470390,L144
SV07158,Ngo Duc Vinh,18/10/2002,ngoducvinh.sv07158@school.edu.vn,0881456638,L144
SV07159,Truong Van Nhu,22/05/2003,truongvannhu.sv07159@school.edu.vn,0996766930,L144
SV07160,Bui Thi Long,02/03/2004,buithilong.sv07160@school.edu.vn,0785670730,L144
SV07161,Phan Van Quyen,23/06/2002,phanvanquyen.sv07161@school.edu.vn,0921494219,L144
SV07162,Vo Quang Vinh,15/07/2004,voquangvinh.sv07162@school.edu.vn,0658158387,L144
SV07163,Ly Quang Binh,18/03/2004,lyquangbinh.sv07163@school.edu.vn,0720167268,L144
SV07164,Hoang Gia Mai,16/09/2002,hoanggiamai.sv07164@school.edu.vn,0452128912,L144
SV07165,Hoang Minh Bao,02/10/2004,hoangminhbao.sv07165@school.edu.vn,0329755566,L144
SV07166,Nguyen Thanh Hoa,11/04/2003,nguyenthanhhoa.sv07166@school.edu.vn,0686203649,L144
SV07167,Nguyen Duc Linh,06/10/2005,nguyenduclinh.sv07167@school.edu.vn,0933750491,L144
SV07168,Le Quang Phuong,03/12/2004,lequangphuong.sv07168@school.edu.vn,0956124801,L144
SV07169,Ly Van Binh,18/01/2005,lyvanbinh.sv07169@school.edu.vn,0718553519,L144
SV07170,Duong Thi An,26/11/2002,duongthian.sv07170@school.edu.vn,0923369921,L144
SV07171,Phan Van Oanh,27/10/2002,phanvanoanh.sv07171@school.edu.vn,0814770365,L144
SV07172,Tran Gia Yen,13/03/2002,trangiayen.sv07172@school.edu.vn,0636964412,L144
SV07173,Ngo Van Phuc,19/05/2004,ngovanphuc.sv07173@school.edu.vn,0533006410,L144
SV07174,Luu Ngoc Uyen,09/10/2004,luungocuyen.sv07174@school.edu.vn,0533682753,L144
SV07175,Vo Ngoc An,11/09/2003,vongocan.sv07175@school.edu.vn,0817011923,L144
SV07176,Truong Ngoc Phuc,15/04/2005,truongngocphuc.sv07176@school.edu.vn,0835336090,L144
SV07177,Tran Ngoc Phuong,11/05/2003,tranngocphuong.sv07177@school.edu.vn,0438120881,L144
SV07178,Luu Van Phuong,09/11/2002,luuvanphuong.sv07178@school.edu.vn,0816474619,L144
SV07179,Phan Ngoc Phuc,22/09/2005,phanngocphuc.sv07179@school.edu.vn,0845353323,L144
SV07180,Vo Kim Phuong,28/07/2003,vokimphuong.sv07180@school.edu.vn,0773478691,L144
SV07181,Ly Quang Cuong,28/09/2004,lyquangcuong.sv07181@school.edu.vn,0996323264,L144
SV07182,Nguyen Gia Son,01/06/2003,nguyengiason.sv07182@school.edu.vn,0922092403,L144
SV07183,Ho Kim Phuc,13/08/2005,hokimphuc.sv07183@school.edu.vn,0755615589,L144
SV07184,Do Van Khanh,06/05/2004,dovankhanh.sv07184@school.edu.vn,0740495188,L144
SV07185,Luu Minh Xuan,26/08/2004,luuminhxuan.sv07185@school.edu.vn,0390460435,L144
SV07186,Dang Thi Mai,21/10/2004,dangthimai.sv07186@school.edu.vn,0350920678,L144
SV07187,Mai Kim Tuan,05/06/2004,maikimtuan.sv07187@school.edu.vn,0769776818,L144
SV07188,Luu Minh Xuan,15/11/2003,luuminhxuan.sv07188@school.edu.vn,0495940859,L144
SV07189,Mai Ngoc Long,28/10/2003,maingoclong.sv07189@school.edu.vn,0469082912,L144
SV07190,Dinh Van Yen,16/06/2005,dinhvanyen.sv07190@school.edu.vn,0616547785,L144
SV07191,Tran Van Bao,03/09/2005,tranvanbao.sv07191@school.edu.vn,0973515615,L144
SV07192,Le Kim Nhu,27/05/2003,lekimnhu.sv07192@school.edu.vn,0750663720,L144
SV07193,Bui Ngoc Mai,04/12/2004,buingocmai.sv07193@school.edu.vn,0719809158,L144
SV07194,Pham Quang Oanh,10/03/2002,phamquangoanh.sv07194@school.edu.vn,0952367971,L144
SV07195,Truong Huu Cuong,05/03/2002,truonghuucuong.sv07195@school.edu.vn,0959138098,L144
SV07196,Vo Thanh Oanh,21/02/2005,vothanhoanh.sv07196@school.edu.vn,0994608445,L144
SV07197,Dinh Quang Binh,21/02/2002,dinhquangbinh.sv07197@school.edu.vn,0511975695,L144
SV07198,Mai Ngoc Nam,07/10/2005,maingocnam.sv07198@school.edu.vn,0645827161,L144
SV07199,Luu Ngoc Hoa,01/01/2004,luungochoa.sv07199@school.edu.vn,0877777776,L144
SV07200,Vu Thanh Thy,25/10/2004,vuthanhthy.sv07200@school.edu.vn,0953195844,L145
SV07201,Ly Ngoc Long,10/05/2002,lyngoclong.sv07201@school.edu.vn,0586853831,L145
SV07202,Dang Duc Phuc,13/12/2003,dangducphuc.sv07202@school.edu.vn,0360503297,L145
SV07203,Vo Gia Xuan,15/05/2003,vogiaxuan.sv07203@school.edu.vn,0383239816,L145
SV07204,Le Van An,25/06/2004,levanan.sv07204@school.edu.vn,0681325168,L145
SV07205,Duong Thanh Hoa,16/05/2004,duongthanhhoa.sv07205@school.edu.vn,0814185075,L145
SV07206,Vu Gia Hung,09/08/2004,vugiahung.sv07206@school.edu.vn,0335524742,L145
SV07207,Ho Van Binh,04/11/2005,hovanbinh.sv07207@school.edu.vn,0656508781,L145
SV07208,Pham Van Oanh,15/05/2002,phamvanoanh.sv07208@school.edu.vn,0774888644,L145
SV07209,Tran Thanh Son,28/11/2004,tranthanhson.sv07209@school.edu.vn,0893274601,L145
SV07210,Bui Minh Bao,12/08/2004,buiminhbao.sv07210@school.edu.vn,0914386883,L145
SV07211,Hoang Ngoc Hung,14/01/2004,hoangngochung.sv07211@school.edu.vn,0760582373,L145
SV07212,Bui Gia Long,26/10/2003,buigialong.sv07212@school.edu.vn,0912578763,L145
SV07213,Mai Huu Oanh,25/08/2002,maihuuoanh.sv07213@school.edu.vn,0666251308,L145
SV07214,Truong Huu Uyen,16/02/2003,truonghuuuyen.sv07214@school.edu.vn,0727419372,L145
SV07215,Dinh Huu Yen,25/04/2005,dinhhuuyen.sv07215@school.edu.vn,0871631740,L145
SV07216,Ly Thanh Hoa,09/05/2004,lythanhhoa.sv07216@school.edu.vn,0958963195,L145
SV07217,Bui Thi Ha,23/06/2004,buithiha.sv07217@school.edu.vn,0468115118,L145
SV07218,Nguyen Thi Yen,11/12/2004,nguyenthiyen.sv07218@school.edu.vn,0985170906,L145
SV07219,Truong Minh Hung,10/12/2005,truongminhhung.sv07219@school.edu.vn,0431474801,L145
SV07220,Nguyen Gia Cuong,04/11/2004,nguyengiacuong.sv07220@school.edu.vn,0321163496,L145
SV07221,Dang Ngoc Ha,05/04/2002,dangngocha.sv07221@school.edu.vn,0990913202,L145
SV07222,Vu Gia Nhu,15/03/2003,vugianhu.sv07222@school.edu.vn,0848374081,L145
SV07223,Tran Minh Truc,18/04/2002,tranminhtruc.sv07223@school.edu.vn,0671005662,L145
SV07224,Mai Duc Mai,01/01/2004,maiducmai.sv07224@school.edu.vn,0859853593,L145
SV07225,Dinh Ngoc Nam,24/08/2004,dinhngocnam.sv07225@school.edu.vn,0415581852,L145
SV07226,Vo Thi Linh,26/10/2005,vothilinh.sv07226@school.edu.vn,0979344969,L145
SV07227,Duong Thanh An,16/05/2003,duongthanhan.sv07227@school.edu.vn,0993294350,L145
SV07228,Tran Van Linh,11/12/2004,tranvanlinh.sv07228@school.edu.vn,0872540398,L145
SV07229,Vo Ngoc Ha,14/03/2003,vongocha.sv07229@school.edu.vn,0787314796,L145
SV07230,Phan Minh Nhu,21/04/2003,phanminhnhu.sv07230@school.edu.vn,0730174902,L145
SV07231,Luu Ngoc Xuan,09/04/2002,luungocxuan.sv07231@school.edu.vn,0449262676,L145
SV07232,Vo Ngoc Giang,05/10/2003,vongocgiang.sv07232@school.edu.vn,0663533917,L145
SV07233,Bui Gia Em,19/03/2002,buigiaem.sv07233@school.edu.vn,0346114887,L145
SV07234,Do Thanh Hoa,19/12/2004,dothanhhoa.sv07234@school.edu.vn,0767148933,L145
SV07235,Mai Gia Khanh,03/05/2002,maigiakhanh.sv07235@school.edu.vn,0647229136,L145
SV07236,Ly Minh Xuan,17/04/2002,lyminhxuan.sv07236@school.edu.vn,0525122254,L145
SV07237,Vu Huu Nhu,01/01/2003,vuhuunhu.sv07237@school.edu.vn,0479463410,L145
SV07238,Hoang Thi Truc,16/07/2004,hoangthitruc.sv07238@school.edu.vn,0977592362,L145
SV07239,Phan Quang Giang,12/04/2002,phanquanggiang.sv07239@school.edu.vn,0515187346,L145
SV07240,Duong Thi Vinh,10/10/2002,duongthivinh.sv07240@school.edu.vn,0880550846,L145
SV07241,Ho Kim Dung,23/07/2004,hokimdung.sv07241@school.edu.vn,0534088178,L145
SV07242,Dang Ngoc Truc,03/06/2005,dangngoctruc.sv07242@school.edu.vn,0351160212,L145
SV07243,Mai Thi Nhu,23/07/2002,maithinhu.sv07243@school.edu.vn,0337787385,L145
SV07244,Tran Quang Yen,03/06/2002,tranquangyen.sv07244@school.edu.vn,0347556138,L145
SV07245,Duong Duc Long,01/03/2003,duongduclong.sv07245@school.edu.vn,0840078213,L145
SV07246,Le Thi Bao,26/11/2004,lethibao.sv07246@school.edu.vn,0964574123,L145
SV07247,Hoang Huu Cuong,17/06/2005,hoanghuucuong.sv07247@school.edu.vn,0893531384,L145
SV07248,Le Quang Son,20/06/2003,lequangson.sv07248@school.edu.vn,0397641474,L145
SV07249,Mai Minh Thy,20/05/2002,maiminhthy.sv07249@school.edu.vn,0948823608,L145
SV07250,Luu Ngoc An,15/01/2005,luungocan.sv07250@school.edu.vn,0858540290,L146
SV07251,Vu Ngoc Ha,10/07/2004,vungocha.sv07251@school.edu.vn,0993756003,L146
SV07252,Pham Huu Hoa,16/03/2003,phamhuuhoa.sv07252@school.edu.vn,0685326376,L146
SV07253,Vo Van Thy,03/03/2002,vovanthy.sv07253@school.edu.vn,0983698278,L146
SV07254,Nguyen Thanh Hung,12/11/2002,nguyenthanhhung.sv07254@school.edu.vn,0654199757,L146
SV07255,Bui Minh Vinh,10/06/2002,buiminhvinh.sv07255@school.edu.vn,0516127316,L146
SV07256,Nguyen Kim Giang,04/03/2004,nguyenkimgiang.sv07256@school.edu.vn,0531454727,L146
SV07257,Ngo Huu Thy,13/03/2002,ngohuuthy.sv07257@school.edu.vn,0757399659,L146
SV07258,Ly Huu Uyen,16/07/2005,lyhuuuyen.sv07258@school.edu.vn,0666402141,L146
SV07259,Hoang Minh Lan,25/09/2005,hoangminhlan.sv07259@school.edu.vn,0396988004,L146
SV07260,Bui Thanh Phuong,15/06/2003,buithanhphuong.sv07260@school.edu.vn,0446056312,L146
SV07261,Vu Gia Yen,01/07/2003,vugiayen.sv07261@school.edu.vn,0715426523,L146
SV07262,Dinh Huu Lan,16/06/2002,dinhhuulan.sv07262@school.edu.vn,0596210879,L146
SV07263,Hoang Gia Hoa,06/03/2003,hoanggiahoa.sv07263@school.edu.vn,0461862583,L146
SV07264,Dang Gia Truc,14/03/2002,danggiatruc.sv07264@school.edu.vn,0885175517,L146
SV07265,Luu Thanh Hung,10/10/2004,luuthanhhung.sv07265@school.edu.vn,0445514740,L146
SV07266,Mai Kim Trang,25/10/2002,maikimtrang.sv07266@school.edu.vn,0653845850,L146
SV07267,Tran Minh Giang,17/04/2003,tranminhgiang.sv07267@school.edu.vn,0941892187,L146
SV07268,Hoang Ngoc Nam,07/07/2004,hoangngocnam.sv07268@school.edu.vn,0336031245,L146
SV07269,Vu Huu Linh,24/10/2004,vuhuulinh.sv07269@school.edu.vn,0334461780,L146
SV07270,Le Ngoc Lan,28/07/2005,lengoclan.sv07270@school.edu.vn,0580861636,L146
SV07271,Pham Ngoc Phuc,17/02/2005,phamngocphuc.sv07271@school.edu.vn,0646063855,L146
SV07272,Bui Minh Mai,19/06/2004,buiminhmai.sv07272@school.edu.vn,0969618621,L146
SV07273,Ngo Ngoc Nam,02/07/2005,ngongocnam.sv07273@school.edu.vn,0638766228,L146
SV07274,Le Huu Mai,13/05/2003,lehuumai.sv07274@school.edu.vn,0637220976,L146
SV07275,Ngo Thi Uyen,14/09/2004,ngothiuyen.sv07275@school.edu.vn,0617977335,L146
SV07276,Dinh Huu Phuong,04/01/2004,dinhhuuphuong.sv07276@school.edu.vn,0321754450,L146
SV07277,Phan Ngoc Khanh,05/04/2005,phanngockhanh.sv07277@school.edu.vn,0968957208,L146
SV07278,Ly Van Phuong,19/07/2004,lyvanphuong.sv07278@school.edu.vn,0653569776,L146
SV07279,Dinh Ngoc Thy,28/06/2004,dinhngocthy.sv07279@school.edu.vn,0990127689,L146
SV07280,Do Thi Nam,20/09/2004,dothinam.sv07280@school.edu.vn,0638663993,L146
SV07281,Pham Gia Em,18/12/2002,phamgiaem.sv07281@school.edu.vn,0530194342,L146
SV07282,Ho Minh Mai,12/01/2004,hominhmai.sv07282@school.edu.vn,0638455338,L146
SV07283,Bui Minh Hung,23/06/2005,buiminhhung.sv07283@school.edu.vn,0458112118,L146
SV07284,Le Quang Binh,20/03/2005,lequangbinh.sv07284@school.edu.vn,0339881256,L146
SV07285,Dinh Kim Trang,28/12/2005,dinhkimtrang.sv07285@school.edu.vn,0744570425,L146
SV07286,Ho Duc Phuong,17/09/2005,hoducphuong.sv07286@school.edu.vn,0875059195,L146
SV07287,Nguyen Quang Dung,05/03/2002,nguyenquangdung.sv07287@school.edu.vn,0995892979,L146
SV07288,Mai Thi Khanh,02/09/2002,maithikhanh.sv07288@school.edu.vn,0460316576,L146
SV07289,Hoang Minh An,02/06/2003,hoangminhan.sv07289@school.edu.vn,0769599268,L146
SV07290,Hoang Van Tuan,09/01/2002,hoangvantuan.sv07290@school.edu.vn,0330585626,L146
SV07291,Vo Thanh Hung,20/05/2003,vothanhhung.sv07291@school.edu.vn,0911707301,L146
SV07292,Dang Thi Hung,01/11/2004,dangthihung.sv07292@school.edu.vn,0732647150,L146
SV07293,Phan Duc Thy,08/10/2003,phanducthy.sv07293@school.edu.vn,0778437240,L146
SV07294,Dinh Thi Dung,14/12/2002,dinhthidung.sv07294@school.edu.vn,0833403587,L146
SV07295,Ngo Thanh Quyen,11/03/2005,ngothanhquyen.sv07295@school.edu.vn,0813543424,L146
SV07296,Dang Kim Cuong,06/09/2004,dangkimcuong.sv07296@school.edu.vn,0675980463,L146
SV07297,Nguyen Gia Linh,06/04/2002,nguyengialinh.sv07297@school.edu.vn,0458664201,L146
SV07298,Truong Van Binh,23/12/2003,truongvanbinh.sv07298@school.edu.vn,0872663756,L146
SV07299,Do Kim Trang,10/01/2004,dokimtrang.sv07299@school.edu.vn,0984410848,L146
SV07300,Ho Duc Son,15/05/2002,hoducson.sv07300@school.edu.vn,0840813757,L147
SV07301,Le Duc Xuan,16/08/2004,leducxuan.sv07301@school.edu.vn,0373822968,L147
SV07302,Truong Ngoc Giang,14/12/2002,truongngocgiang.sv07302@school.edu.vn,0939322777,L147
SV07303,Vu Thanh Oanh,25/01/2004,vuthanhoanh.sv07303@school.edu.vn,0982170691,L147
SV07304,Dinh Thanh Phuc,27/10/2004,dinhthanhphuc.sv07304@school.edu.vn,0652449587,L147
SV07305,Dinh Huu Cuong,23/04/2005,dinhhuucuong.sv07305@school.edu.vn,0798821706,L147
SV07306,Ho Minh Binh,21/02/2005,hominhbinh.sv07306@school.edu.vn,0599957622,L147
SV07307,Bui Kim Cuong,07/05/2004,buikimcuong.sv07307@school.edu.vn,0455834914,L147
SV07308,Duong Kim Uyen,25/10/2005,duongkimuyen.sv07308@school.edu.vn,0652746020,L147
SV07309,Luu Gia Uyen,15/03/2002,luugiauyen.sv07309@school.edu.vn,0485555951,L147
SV07310,Ly Duc Dung,08/06/2005,lyducdung.sv07310@school.edu.vn,0492500645,L147
SV07311,Mai Duc Binh,28/05/2002,maiducbinh.sv07311@school.edu.vn,0698024613,L147
SV07312,Le Gia Trang,05/09/2003,legiatrang.sv07312@school.edu.vn,0360467698,L147
SV07313,Do Huu Long,22/02/2003,dohuulong.sv07313@school.edu.vn,0529203069,L147
SV07314,Ly Minh Truc,20/10/2002,lyminhtruc.sv07314@school.edu.vn,0963927272,L147
SV07315,Truong Thanh Vinh,26/07/2005,truongthanhvinh.sv07315@school.edu.vn,0752831682,L147
SV07316,Do Thanh Phuc,24/11/2003,dothanhphuc.sv07316@school.edu.vn,0440329254,L147
SV07317,Hoang Gia Oanh,16/05/2005,hoanggiaoanh.sv07317@school.edu.vn,0364914150,L147
SV07318,Bui Ngoc Phuong,09/04/2005,buingocphuong.sv07318@school.edu.vn,0715834763,L147
SV07319,Luu Thanh Em,13/11/2004,luuthanhem.sv07319@school.edu.vn,0428154413,L147
SV07320,Tran Duc Linh,28/04/2003,tranduclinh.sv07320@school.edu.vn,0943797456,L147
SV07321,Nguyen Thanh Quyen,07/04/2005,nguyenthanhquyen.sv07321@school.edu.vn,0684990357,L147
SV07322,Pham Minh Nhu,16/12/2003,phamminhnhu.sv07322@school.edu.vn,0935800222,L147
SV07323,Ly Thanh Oanh,23/07/2003,lythanhoanh.sv07323@school.edu.vn,0461393009,L147
SV07324,Pham Ngoc Tuan,03/05/2002,phamngoctuan.sv07324@school.edu.vn,0440870722,L147
SV07325,Duong Thi Mai,16/04/2004,duongthimai.sv07325@school.edu.vn,0312345195,L147
SV07326,Dinh Ngoc An,19/07/2004,dinhngocan.sv07326@school.edu.vn,0415859012,L147
SV07327,Mai Huu Son,09/12/2003,maihuuson.sv07327@school.edu.vn,0553281261,L147
SV07328,Le Kim Lan,25/03/2003,lekimlan.sv07328@school.edu.vn,0547735382,L147
SV07329,Vu Ngoc Dung,18/01/2004,vungocdung.sv07329@school.edu.vn,0478778421,L147
SV07330,Vu Van Hung,23/01/2005,vuvanhung.sv07330@school.edu.vn,0919893112,L147
SV07331,Le Gia Thy,17/04/2003,legiathy.sv07331@school.edu.vn,0532628960,L147
SV07332,Ngo Thanh Bao,12/11/2003,ngothanhbao.sv07332@school.edu.vn,0589922289,L147
SV07333,Vu Kim Khanh,14/08/2002,vukimkhanh.sv07333@school.edu.vn,0782649373,L147
SV07334,Luu Gia Binh,17/05/2004,luugiabinh.sv07334@school.edu.vn,0650106844,L147
SV07335,Ho Quang Yen,24/07/2003,hoquangyen.sv07335@school.edu.vn,0491556328,L147
SV07336,Duong Ngoc Cuong,01/11/2005,duongngoccuong.sv07336@school.edu.vn,0581186154,L147
SV07337,Dang Thanh Quyen,12/06/2005,dangthanhquyen.sv07337@school.edu.vn,0621015561,L147
SV07338,Luu Gia Linh,15/06/2004,luugialinh.sv07338@school.edu.vn,0927923140,L147
SV07339,Do Minh Khanh,07/08/2005,dominhkhanh.sv07339@school.edu.vn,0836354186,L147
SV07340,Ly Minh Lan,17/01/2002,lyminhlan.sv07340@school.edu.vn,0534267046,L147
SV07341,Tran Thanh Khanh,28/02/2005,tranthanhkhanh.sv07341@school.edu.vn,0719816657,L147
SV07342,Vo Duc Son,28/02/2003,voducson.sv07342@school.edu.vn,0843608949,L147
SV07343,Hoang Huu Hung,27/09/2003,hoanghuuhung.sv07343@school.edu.vn,0585428051,L147
SV07344,Vo Thanh Oanh,21/10/2004,vothanhoanh.sv07344@school.edu.vn,0965040174,L147
SV07345,Pham Duc Xuan,03/07/2002,phamducxuan.sv07345@school.edu.vn,0313618479,L147
SV07346,Luu Kim Truc,20/11/2002,luukimtruc.sv07346@school.edu.vn,0943926443,L147
SV07347,Luu Kim Uyen,04/03/2002,luukimuyen.sv07347@school.edu.vn,0814491968,L147
SV07348,Luu Thi Xuan,22/08/2002,luuthixuan.sv07348@school.edu.vn,0532352912,L147
SV07349,Dinh Thi Nam,08/02/2003,dinhthinam.sv07349@school.edu.vn,0754658787,L147
SV07350,Ly Van Mai,03/12/2002,lyvanmai.sv07350@school.edu.vn,0572267976,L148
SV07351,Duong Thanh Mai,26/11/2002,duongthanhmai.sv07351@school.edu.vn,0653999330,L148
SV07352,Ho Quang Nhu,13/07/2002,hoquangnhu.sv07352@school.edu.vn,0499354671,L148
SV07353,Dinh Gia Bao,24/07/2002,dinhgiabao.sv07353@school.edu.vn,0837741316,L148
SV07354,Dang Gia Uyen,01/08/2005,danggiauyen.sv07354@school.edu.vn,0865743101,L148
SV07355,Do Huu Nhu,07/05/2003,dohuunhu.sv07355@school.edu.vn,0393514308,L148
SV07356,Do Thanh Long,05/05/2005,dothanhlong.sv07356@school.edu.vn,0617413663,L148
SV07357,Le Duc Giang,08/04/2003,leducgiang.sv07357@school.edu.vn,0340807376,L148
SV07358,Duong Gia Long,17/12/2002,duonggialong.sv07358@school.edu.vn,0683851698,L148
SV07359,Le Kim Truc,02/11/2004,lekimtruc.sv07359@school.edu.vn,0972838307,L148
SV07360,Ngo Quang Em,07/11/2003,ngoquangem.sv07360@school.edu.vn,0848786833,L148
SV07361,Ho Gia Phuong,06/03/2005,hogiaphuong.sv07361@school.edu.vn,0978685629,L148
SV07362,Le Ngoc Ha,19/02/2004,lengocha.sv07362@school.edu.vn,0823500614,L148
SV07363,Ngo Thi Nhu,20/02/2005,ngothinhu.sv07363@school.edu.vn,0415296196,L148
SV07364,Vu Van Thy,17/06/2004,vuvanthy.sv07364@school.edu.vn,0761636990,L148
SV07365,Truong Gia Mai,12/10/2004,truonggiamai.sv07365@school.edu.vn,0412124477,L148
SV07366,Luu Minh Phuc,25/04/2003,luuminhphuc.sv07366@school.edu.vn,0389911626,L148
SV07367,Ngo Quang Phuong,04/06/2002,ngoquangphuong.sv07367@school.edu.vn,0995265564,L148
SV07368,Dinh Gia Quyen,17/06/2004,dinhgiaquyen.sv07368@school.edu.vn,0711772553,L148
SV07369,Mai Van Oanh,01/05/2005,maivanoanh.sv07369@school.edu.vn,0519221228,L148
SV07370,Ngo Thi Khanh,01/09/2004,ngothikhanh.sv07370@school.edu.vn,0334169806,L148
SV07371,Duong Quang Xuan,13/08/2004,duongquangxuan.sv07371@school.edu.vn,0322924377,L148
SV07372,Bui Kim Tuan,02/06/2005,buikimtuan.sv07372@school.edu.vn,0670618639,L148
SV07373,Dinh Gia Yen,03/02/2002,dinhgiayen.sv07373@school.edu.vn,0964004404,L148
SV07374,Ngo Kim Xuan,14/09/2003,ngokimxuan.sv07374@school.edu.vn,0315443190,L148
SV07375,Ly Ngoc Xuan,14/07/2005,lyngocxuan.sv07375@school.edu.vn,0528761864,L148
SV07376,Duong Quang Em,06/07/2002,duongquangem.sv07376@school.edu.vn,0914987463,L148
SV07377,Le Ngoc Truc,08/09/2004,lengoctruc.sv07377@school.edu.vn,0362261792,L148
SV07378,Dang Duc Yen,12/05/2004,dangducyen.sv07378@school.edu.vn,0569443412,L148
SV07379,Dang Minh Oanh,08/10/2002,dangminhoanh.sv07379@school.edu.vn,0894878961,L148
SV07380,Bui Thi Thy,12/02/2002,buithithy.sv07380@school.edu.vn,0558962042,L148
SV07381,Vu Thanh Phuong,22/03/2005,vuthanhphuong.sv07381@school.edu.vn,0791389930,L148
SV07382,Nguyen Quang Hoa,17/10/2005,nguyenquanghoa.sv07382@school.edu.vn,0340073177,L148
SV07383,Dinh Gia Em,08/04/2003,dinhgiaem.sv07383@school.edu.vn,0684678006,L148
SV07384,Duong Thi Thy,16/05/2002,duongthithy.sv07384@school.edu.vn,0343688936,L148
SV07385,Phan Ngoc Giang,19/03/2004,phanngocgiang.sv07385@school.edu.vn,0433529640,L148
SV07386,Do Van Thy,12/11/2005,dovanthy.sv07386@school.edu.vn,0561467206,L148
SV07387,Truong Quang Xuan,14/01/2003,truongquangxuan.sv07387@school.edu.vn,0578874354,L148
SV07388,Hoang Gia Tuan,18/09/2003,hoanggiatuan.sv07388@school.edu.vn,0683820365,L148
